Title,Lyrics,Embedding,Q1,Q2,Q3,Q4,Quartile
Top Money In Our Pocket,op Money In Our Pocket LyricsTranscription in progress by Viper Crackposting adminsYou might also likeEmbed,"[-0.02213248  0.03198506  0.0051005  ... -0.00563709 -0.01437695
 -0.00893416]",0.28814003,0.23267366,0.25725856,0.29071596,Q4
Wild Child,"ild Child Lyrics[Chorus]
Money, this money (This cash got me going wild)
This cash, this cash
This money, this money (Like a wild child, yeah)
This cash, this cash
Money, this money (This cash got me going wild)
This cash, this cash
This money, this money (Like a wild child, yeah)
This cash, this cash
Money, this money (This cash got me going wild)
This cash, this cash
This money, this money (Like a wild child, yeah)
This cash, this cash
Money, this money (This cash got me going wild)
This cash, this cash
This money, this money (Like a wild child, yeah)
This cash, this cash

[Verse 1]
This money, pourin' o't of the sky
It's got me askin' the question why?
And how did I hit a lick like this?
And now my cash makin' swag, is evident
Competition I exploit
I hit a stang now the shine, is on point
I'm killin' haters with the blang
Squintin' eyes, prove how my shine stay
Now haters waitin' for me to make a mistake
Jealous of how I make all this cake
Knockin' haters 'cross the head, in real estate
They jealous of all the zeros one sale makes
Catch in me in yo hood in somethin' new on chrome
Hittin' back streets with a bad one
Or posted up gettin' top dome
Mashin' haters while smashin', yea I'm on
You might also like[Chorus]
Money, this money (This cash got me going wild)
This cash, this cash
This money, this money (Like a wild child, yeah)
This cash, this cash
Money, this money (This cash got me going wild)
This cash, this cash
This money, this money (Like a wild child, yeah)
This cash, this cash
Money, this money (This cash got me going wild)
This cash, this cash
This money, this money (Like a wild child, yeah)
This cash, this cash
Money, this money (This cash got me going wild)
This cash, this cash
This money, this money (Like a wild child, yeah)
This cash, this cash

[Verse 2]
Now I'm deep on my grind
Haters envious of mine
And now I got em' sick cause all of the money mine
I'm out here spendin' it like it's nuttin'
Find me on your best side stuntin'
Throwin' twenties like they dollas
I top stang, now pretty girls wanna holla
So I put some in my videos
And I make sure I hit right before
I'm sellin' dreams and fix your schemes
They hit me up now I'm priceless so it seems
Today, I might open the money vault
And start chuckin' ones and fives on the asphalt
And vulture on the pretty bitches
As they get naked I'll make, my stash decisions
Look how all, all this money got me livin'
And haters are mad cause they can't make a smidgeon
[Chorus]
Money, this money (This cash got me going wild)
This cash, this cash
This money, this money (Like a wild child, yeah)
This cash, this cash
Money, this money (This cash got me going wild)
This cash, this cash
This money, this money (Like a wild child, yeah)
This cash, this cash
Money, this money (This cash got me going wild)
This cash, this cash
This money, this money (Like a wild child, yeah)
This cash, this cash
Money, this money (This cash got me going wild)
This cash, this cash
This money, this money (Like a wild child, yeah)
This cash, this cashEmbed","[-0.01193863  0.01929365 -0.02010295 ...  0.01339229  0.01094623
  0.0105443 ]",0.79674065,0.6811139,0.6491395,0.63811547,Q1
How U Makin It Family,"w U Makin It Family Lyrics[Chorus]
What's good, haters?
What's good, haters?
What's good, haters?
What's good, haters?
What's good, haters?

[Verse 1]
You'll probably catch me in the mall
That money fly, my twenties crawl
I gots to do it all
They gon' hate me 'cause my money never stall
I came through oh so clean
Papered up, do you know what I mean?
Buyin' brand new shoes, brand new shirts
Hurtin' boys' feelin's, yeah, I put in work
I'm leavin' snitches in the dirt
Haters wanna hit me up with that blurt
When I say that blurt, I mean that blocka blocka gunshots
Put me in a spot where I'ma rock
It ain't gon' happenin' 'cause I'm top malla
Yeah, I'm that G that's the shot calla
If you ain't know, then now you know
And you best watch out for that four, haters

[Chorus]
What's good, haters?
What's good, haters?
What's good, haters?
What's good, haters?
What's good, haters?
What's good, haters?
What's good, haters?
What's good, haters?
You might also like[Verse 2]
Now it's time for me to get this money
Boys are jealous 'cause I was stunny
I turned a hunnid stacks like it wasn't nothin'
A hunnid stacks just gettin' me stuntin'
I'm tryna stang at least three, one week
Have you ever seen this type of cheese?
Bought a new race and a new house
Right before that, I had to get these hands out
My mouth, 'cause they was all jealous
Yeah, it was me that was gettin' that relish
Stuntin' all overseas
Last week I was chillin' in the West Indies
Oh, you ain't know how I do?
Ask somebody, they gon' tell you I'm a fool
When it comes to spinnin' bread
Watch this here, leave your mind dead

[Chorus]
What's good, haters?
What's good, haters? Haha
What's good, haters?
What's good, haters?
What's good, haters?
What's good, haters?
What's good, haters?
What's good, haters?Embed","[-0.02156711  0.02775145  0.01665834 ... -0.0015729   0.00718032
  0.01790042]",0.7807475,0.7346496,0.69070095,0.6052355,Q1
I Can’t Go Wrong," Can’t Go Wrong Lyrics[Chorus]
Days are warm, nights are cold
And with this money, I can't go wrong
Days are warm, nights are cold
And with this money, I can't go wrong
Days are warm, nights are cold
And with this money, I can't go wrong
Days are warm, nights are cold
And with this money, I can't go wrong
Days are warm, nights are cold
And with this money, I can't go wrong
Days are warm, nights are cold
And with this money, I can't go wrong

[Verse 1]
Money's all in my face
It's a trip the way that it's got me laced
And now I'm getting cash at a growing rate
It's making these haters wanna hate
Money everywhere got me feelin life
I hit a stang now I know how to survive
The money pouring out the walls now
They told me stay broke but I went and got it anyhow
And now the money falling from the ceiling
I don't mean to brag but it's a good feeling
To know you'll never again worry bout a bill
And not have to worry how your belly gone be filled
And now the big cash keep girls feisty
As haters pray for my downfall cause they shiesty
My money growing dicey
As snitches lookin towards the day that they'll slice me
You might also like[Chorus]
Days are warm, nights are cold
And with this money, I can't go wrong
Days are warm, nights are cold
And with this money, I can't go wrong
Days are warm, nights are cold
And with this money, I can't go wrong
Days are warm, nights are cold
And with this money, I can't go wrong
Days are warm, nights are cold
And with this money, I can't go wrong
Days are warm, nights are cold
And with this money, I can't go wrong

[Verse 2]
Gettin this cash was the plan
It turns out now I was the man
Gettin this cash was so easy
And now it done made me sleazy
I got done this money now I'm in first place
Haters came at me at a fast rate
They tryin to set a hustler up for the okey-do
But I'm too smart and quick so
The shine changed now most of these haters broke
I feel sorry for em cause they livin with hope
I really shouldn't though cause these haters want me dead
Pulled out, or a bullet to my head
The cocaine made my game strong
Never feel jealous of them cause my pockets long
[?] don't fight no more, bullets pointed at my chest
I would of stole off on them if they went to plex
[Chorus]
Days are warm, nights are cold
And with this money, I can't go wrong
Days are warm, nights are cold
And with this money, I can't go wrong
Days are warm, nights are cold
And with this money, I can't go wrong
Days are warm, nights are cold
And with this money, I can't go wrong
Days are warm, nights are cold
And with this money, I can't go wrong
Days are warm, nights are cold
And with this money, I can't go wrongEmbed","[ 0.00079227  0.04405743 -0.01960147 ...  0.01163603  0.02328029
 -0.01531225]",0.8016989,0.6815662,0.78271556,0.7222381,Q1
Shinin’,hinin’ LyricsTranscription in progress by Viper Crackposting adminsYou might also likeEmbed,"[ 0.00078822  0.02496498 -0.01115357 ... -0.00942597 -0.02025057
  0.01922337]",0.30971557,0.3165904,0.3581035,0.35870233,Q4
BET NOT RUN,"ET NOT RUN Lyrics[Chorus]
I keeps a gun, and you bet not run
I keeps a gun, and you bet not run
I keeps a gun, and you bet not run
I keeps a gun, and you bet not run

[Verse 1]
I'm gon' stunt on these haters
And prove that it's greater later
All this money that I got
I swear I'm (allam taht) they ain't gon' hop
When they come through trying to rob
On my life, it's gon' be my job
To hit one of these boys with this AK
And make sure that they body laid
Down on the ground
For trying to take what's made of my sound
For trying to take what I earned hard for
I'ma make sure they sleep on the floor
I'ma make 'em lay it down
And when I hit them with that .44, pow
You ain't gon' never take what I work hard for
And that there's for sure

[Chorus]
'Cause I keeps a gun, and you bet not run
I keeps a gun, and you bet not run
I keeps a gun, and you bet not run
I keeps a gun, and you bet not run
You might also like[Verse 2]
The nickel plated nine go bam bam
Hit you in your head for trying to scram
When you try to rob me and get away
I'ma make sure that you get sprayed
I'ma run around the corner with the AK-60
And I'ma pull that trigger and throw out plenty
How can your shot survive from two hunnid bullets?
I swear to God they gon' fill it
Up 'til your body limp
Talkin' all that punk-ass (tihs ssa-hctib)
Tryin' to get me for things I work hard for
Tryin' to make me (yenom ym teg) bruh?
Nah you ain't gon' do me with that
I'm about to hit you with this gat
You gon' know you better work hard too
Or you gon' end up dead, (ssa diputs) fool

[Chorus]
I keeps a gun, and you bet not run
I keeps a gun, and you bet not run
I keeps a gun, and you bet not run
I keeps a gun, and you bet not run

[Verse 3]
This the last time I'ma say it; you ain't about to rob me
I ain't no punk and I ain't no pussy
When I see you before you even come close
I'ma hit you in your head with this .44
Boom boom goes the sound coming out this nine
I'ma make sure you dead from mine
Try to steal from me
You better learn that I'm a G
I'ma hit you with that pistol and make sure it's crystal
You sleep on the ground for trying to get the mister
Man, yeah my name is Viper
You better ask somebody, fool, I'm a sniper
And I keeps a gun
So when you come for mines, you bet not run
You better walk off with your head up
'Cause you bout to get shot the hell up, real talk
[Chorus]
I keeps a gun, and you bet not run
I keeps a gun, and you bet not runEmbed","[-0.01694852  0.0497775  -0.00170492 ... -0.00766772  0.02283043
  0.02845511]",0.7063628,0.7801193,0.6875313,0.561432,Q2
Money Has Changed In The Cain Game,"oney Has Changed In The Cain Game Lyrics[Chorus]
Oh, in the cocaine game, the money has changed
The cocaine game
Oh, in the cocaine game, the money has changed
The money has changed
Oh, in the cocaine game, the money has changed
The cocaine game
Oh, in the cocaine game, the money has changed
The money has changed

[Verse 1]
The cocaine game changed my money
Now it's amazing how much bread I touch
I'm getting top money cause I'm moving work
And if you try rob, you gone get your feelings hurt
The money what I know, the money what I feel
The only way I know how to keep it real
The cocaine got me top on a hill
With bad chicks ready to pop a pill
It's got me feeling like the realest thug on the planet
And what's a trip is these haters can't stand it
The cocaine turn my cash to a craze
Now I got these marks stuck in a maze

[Chorus]
Oh, in the cocaine game, the money has changed
The cocaine game
Oh, in the cocaine game, the money has changed
The money has changed
Oh, in the cocaine game, the money has changed
The cocaine game
Oh, in the cocaine game, the money has changed
The money has changed
You might also like[Verse 2]
I did my bid but I'm still in the cain game
I got out, but my connects stay the same
My plug related to me so the boy never hate
One reason why I pay ten for a 38
That's a 36 with a side cookie too
When it comes to this cocaine I'm a fool
You might catch me in the kitchen
Cooking [?] rolls and kitchen
My customers stick with me cause I got the best
The cocaine game sure done made me blessed
I'm fortunate to move nine slabs in one day
That's $6k from no work and all play

[Chorus]
Oh, in the cocaine game, the money has changed
The cocaine game
Oh, in the cocaine game, the money has changed
The money has changed
Oh, in the cocaine game, the money has changed
The cocaine game
Oh, in the cocaine game, the money has changed
The money has changed
Oh, in the cocaine game, the money has changed
The cocaine game
Oh, in the cocaine game, the money has changed
The money has changed
Oh, in the cocaine game, the money has changed
The cocaine game
Oh, in the cocaine game, the money has changed
The money has changedEmbed","[ 0.01387198  0.03675387 -0.01007844 ...  0.00564063  0.00937821
 -0.00494625]",0.6107695,0.5922487,0.5691726,0.45548582,Q1
Tha Money Changin’,"ha Money Changin’ Lyrics[Hook]
No changing 'bout the money, no
I'm  in this game touching top thangs
No  changing 'bout the money, no
Ain't nothing changed but my money game
No changing 'bout the money, no
I'm  in this game touching top thangs
Nothing  has changed 'bout the money
Ain't nothing changed 'bout my money game

[Verse 1]
Top  choice money got me living fly
It's got me ready to grind or die
I'm seeing things I've never dreamed
Cash is everywhere and it seems
Top  choice money got me quick on my feet
On top of that, I'm feeling so unique
Street sweepers and pistols pointed at my dome
Will they think about me after they hit me with the chrome?
But I'm still climbing
Money falling out the air as I'm shining
I wonder why I'm fortunate like this
Major dividends got me feeling so confident
I made the paper, yet the paper made me
Into a top choice celebrity
I be the G that they wanna see
[?] and lifeless, stretched out on a gurney
I made a deal with the Devil
If he make me rich, I might not smash his chick
You's a snitch if you think you could stop me
Others have tried even with carbon copies
Of me, but I can't be cloned
Money ain't nothing but a means to pearls and stones
Diamonds, that's what I'm made of
I wear my piece everyday, but haters don't show love
A stack of hundreds is how I like to chill
They came to find out I'm so real
You might also like[Hook]
No changing 'bout the money, no
I'm in this game touching top thangs
No changing 'bout the money, no
Ain't nothing changed but my money game
No changing 'bout the money, no
I'm in this game touching top thangs
Nothing has changed 'bout the money
Ain't nothing changed 'bout my money game

[Verse 2]
I'm finally getting my props
The money game came through kinda like a clock, tick-tock
In other words, this here was bound to happen
Kinda like it's guaranteed some folks be high capping
While cuties snapping and clapping to a thug's groove
Haters out here teaming and scheming to do your dude
And it's all because money ain't a thang
As I'm cashed up, looking for a new stang
Money, dividends, top funds
I'm tripping out on this type of win I done won
As they shina hate like the next one
I'm playing in this cash and got haters done
Finished, it's over
The money still coming even when I ain't sober
I done got locked in this money
And now I playing in it like a game, that's funny
[Hook]
No changing 'bout the money, no
I'm in this game touching top thangs
No changing 'bout the money, no
Ain't nothing changed but my money game
No changing 'bout the money, no
I'm in this game touching top thangs
Nothing has changed 'bout the money
Ain't nothing changed 'bout my money gameEmbed","[ 0.00724482  0.02890624 -0.01374635 ...  0.0168637   0.03911424
 -0.01434624]",0.7431901,0.6749585,0.6626245,0.60705835,Q1
2 Hustlas," Hustlas Lyrics[Chorus]
Peep the play of two hustlas
Touching that money, making haters wanna touch us
Stacking that paper like it's going out of style
It oughta be against the law the way we clown (We clown, we clown)
Peep the play of two hustlas
Touching that money, making haters wanna touch us
Stacking that paper like it's going out of style
It oughta be against the law the way we clown (We clown, we clown)

[Verse]
All you dudes pretty girls exclude
'Cause it's me and cashflow they pursue
Cuties call me gorgeous, that's the black call in the ghetto
Black, they gorgeous models, I settle
Every confrontation
With merciless aggression
You boys wanna get like my team and me?
Know that balling, grinding, and shining is key
When we throw money, it's 20s or better
And when we make it rain, it's a change in the weather
Haters in the spot saying they killing us
Models staring at me as they grab what I tossed up
I got so much money, to me it's just paper
I could burn a stack, it wouldn't faze me later
I spend 20 stacks at the mall, it ain't nothing
Bad gals choosing, saying, would you buy us something?
You might also like[Chorus]
Peep the play of two hustlas
Touching that money, making haters wanna touch us
Stacking that paper like it's going out of style
It oughta be against the law the way we clown (We clown, we clown)
Peep the play of two hustlas
Touching that money, making haters wanna touch us
Stacking that paper like it's going out of style
It oughta be against the law the way we clown (We clown, we clown)

[Open Verse]

[Chorus]
Peep the play of two hustlas
Touching that money, making haters wanna touch us
Stacking that paper like it's going out of style
It oughta be against the law the way we clown (We clown, we clown)
Peep the play of two hustlas
Touching that money, making haters wanna touch us
Stacking that paper like it's going out of style
It oughta be against the law the way we clown (We clown, we clown)Embed","[-0.02879729  0.00754642 -0.02391998 ...  0.00619741  0.03249908
 -0.01282596]",0.7051574,0.7250888,0.56111854,0.49648598,Q2
I Inventd Water,"Inventd Water Lyrics[Verse]
Ballers know the deal when they see me in the place
Follow up, two-hand dunk, nuts in ya face
See, you was under the goal
Where the big boys play, so now you know
I'm 6'2"" with crazy hops
From that two-hand in my video, I'm still gettin' props
Light feet, I wear a size ten
That's why I'm gettin' up time and time again
Boys look like they wanna squab when they see me snowbird
Cause they know they gonna get a two-hand-reverse
Or I might just do a self alley
And hang on the rim 'til your posse wanna blast me
Yeah, that's how I do
On this hoop court, I'm a fool
And I'm still getting up
To get thе whole place crunk

[Chorus]
My hops
They wanna see mе gone cause of my hops
Shot in the dome cause of my hops
And ballin' no more cause of my hops
My hops
They wanna see me sprayed cause of my hops
And sleeping in a grave cause of my hops
And not getting paid cause of my hopsYou might also likeEmbed","[-0.01319024  0.02441264 -0.01780651 ...  0.00512755  0.00489167
  0.01228694]",0.6509056,0.57119215,0.587384,0.57669955,Q1
Boys Want My Chainpieces,"oys Want My Chainpieces Lyrics[Chorus]
Boys want my piece and chain
Run up on me and get a hole in the brain
These boys want my piece and chain
Run up on me and I'ma leave 'em layin' in the street

[Verse 1]
Yeah, I can see it all clearly
These bustas want my chain, but better not come near me
'Cause if they do, it'll be the last time
I'ma leave 'em sleepin' where nobody can find
I've got twelve chains and twelve pieces 'round my neck
I'm reppin' Rhyme Tyme Records with much respect
What these haters expect? They can't afford my shine
When they try to buy a chain, their credit cards decline

[Chorus]
These boys want my piece and chain
Run up on me and get a hole in the brain
These boys want my piece and chain
Run up on me and I'ma leave 'em layin'
In the street

[Verse 2]
These boys got nothin' but hate
So I brush 'em off, and just stack this cake
I done told you, my piece and chain the best in the rap game
And ever since the fame, the money ain't been the same
It got different, and I got more chains
And cutie pies want me, 'cause I'm in lane
Tell me why these rats wanna fight with a snake
It's 'cause my hoop game solid, and winnin' is my fate
If you see me in the streets, you gon' see me with my chains on
I never take 'em off, and my blang game stay strong
And that's just how it goes
I don't even gotta try, but I still leave 'em froze
That's the difference between a hater and a real G
They gonna test, but V will never freeze
While these boys lookin' lame with no blang
I'm straight flexin' 'cause them boys want my chain
You might also like[Chorus]
These boys want my piece and chain
Run up on me and get a hole in the brain
These boys want my piece and chain
Run up on me and I'ma leave 'em layin' (In the street)
These boys want my piece and chain
Run up on me and get a hole in the brain
These boys want my piece and chain
Run up on me and I'ma leave 'em layin' in the streetEmbed","[-0.00434718  0.01410124 -0.00260293 ...  0.00876769 -0.00173607
 -0.02002347]",0.68360734,0.7153427,0.6653602,0.55742973,Q2
F**k Rap AND Progressive Trance Im Classical Now (Was Blockd WorldWid),is song is an instrumentalEmbed,"[-0.01823096  0.03875699 -0.00407263 ...  0.0057893   0.01754252
 -0.01217643]",0.0,0.0,0.0,0.0,Q1
Black Diamonds,"lack Diamonds Lyrics[Chorus]
Watch the way that I'm shinin'
I'm changin' the rap game from white gold to white diamonds
Watch the way that I'm shinin'
I'm changin' the rap game from white gold to white diamonds

[Verse 1]
I'll keep these haters in check
I ride new whips while they ride wrecks
I just mall
And trip because I got it all
The jewelry around my neck
Hurts so bad 'cause it's so heavy on that
Man, it's a trip
You should see how these white diamonds flip
So I added the black diamonds to clown
Now these boys bitin' my style all the way around
And it's got me trippin'
I should take off my belt and commence to whippin'
These rappers and give 'em a spankin'
Look at how these diamonds clankin'
I was the first to wear all white gold
I'm wearin' all white diamonds and they done bit that too
That's how it's told

[Chorus]
Watch the way that I'm shinin'
I'm changin' the rap game from white gold to white diamonds
Watch the way that I'm shinin'
I'm changin' the rap game from white gold to white diamonds
You might also like[Verse 2]
My cash is clean and my diamonds are white
And these boys gon' go blind 'cause they shine so bright
The money game changed and the diamond game changed too
But my swag stayed the same, so I'm always lookin' brand new
I thought you knew I'd need shoestrangs to tie my cash
And I'm climbin' up the rap game, these boys are trash
Try to clash and the last thing you hear was me blastin'
As I'm holdin' my trigger, sendin haters to their caskets
As I ride in the cadillac
Diamonds on my neck make these haters sit back
Diamonds on my wrist, and they don't know how to act
Diamonds on my pipe, and these cowards don't smoke crack

[Chorus]
Watch the way that I'm shinin'
I'm changin' the rap game from white gold to white diamonds
Watch the way that I'm shinin'
I'm changin' the rap game from white gold to white diamonds
Watch the way that I'm shinin'
I'm changin' the rap game from white gold to white diamonds
Watch the way that I'm shinin'
I'm changin' the rap game from white gold to white diamondsEmbed","[-0.0030026   0.03212823 -0.06629723 ... -0.00869335  0.01095309
 -0.0116973 ]",0.6719778,0.6602902,0.6094697,0.53788704,Q1
Find Me in tha Hustle,"ind Me in tha Hustle Lyrics[Hook]
Find me in the hustle
I gotta get it, I gotta get this money thang
The game has changed, the money ain't gone be the same
Find me in the hustle, yeah
I gotta get it, I gotta get this money thang
The game has changed, the money ain't gone be the same
Find me in the hustle
I gotta get it, I gotta get this money thang
The game has changed, the money ain't gone be the same
Find me in the hustle, yeah
I gotta get it, I gotta get this money thang
The game has changed, the money ain't gone be the same

[Verse]
Haters knew about my tussle
They left me to drown, didn't care about my struggle
They pray to God I would die
But the more they pray, the more I survive
And now I'm locked in the grind
Word on the streets, I got the brightest shine
My piece and chain makes the statement
I'm the coldest on the pavement
Like I said, this rap game got dirty
And only real people truly hurt me
So now, I'm gone mall on snitches
And prove that I am the real mission
The one to change this rap game
And get thangs back the way they should be
You might also like[Hook]
Find me in the hustle
I gotta get it, I gotta get this money thang
The game has changed, the money ain't gone be the same
Find me in the hustle, yeah
I gotta get it, I gotta get this money thang
The game has changed, the money ain't gone be the same
Find me in the hustle
I gotta get it, I gotta get this money thang
The game has changed, the money ain't gone be the same
Find me in the hustle, yeah
I gotta get it, I gotta get this money thang
The game has changed, the money ain't gone be the sameEmbed","[ 0.00300464  0.01626911 -0.07415722 ...  0.01984194  0.015436
  0.00288598]",0.6761531,0.7262648,0.6641585,0.5379338,Q2
Flexin’,"lexin’ Lyrics[Chorus]
Flexin', flexin', I'm flexin', flexin'
Flexin', flexin', I'm flexin', flexin'
Flexin', flexin', I'm flexin', flexin'
Flexin', flexin', I'm flexin', flexin'
Flexin', flexin', I'm flexin', flexin'
Flexin', flexin', flexin', flexin'
Flexin', flexin', flexin', flexin'
Flexin', flexin', flexin', I'm flexin'

[Verse 1]
You can find me out here chillin'
With so much cash that I feel like a million
Catch me in the public out shinin'
Thugged out hustlin' and reclinin'
The money gamе is what I feel
I laugh about it because of the good hand I'vе been dealt
I hit a stang and now I'm gravy
And haters are mad so they hope somebody slay me
And now my paper is large
And to top it off, I'm the one in charge
I hit a stang and now my money choosey
Meanwhile haters wish they can abuse me
And now my funds are so fresh
That I went and picked up somethin new and nothin less
And now I'm beatin on my chest
Come to find out I made an A on my test
You might also like[Chorus]
Flexin', flexin', I'm flexin', flexin'
Flexin', flexin', I'm flexin', flexin'
Flexin', flexin', I'm flexin', flexin'
Flexin', flexin', I'm flexin', flexin'
Flexin', flexin', I'm flexin', flexin'
Flexin', flexin', flexin', flexin'
Flexin', flexin', flexin', flexin'
Flexin', flexin', flexin', I'm flexin'

[Verse 2]
Now I'm gettin bread that's seldom seen
The stangs I hit got me feelin like the top choice G
Meanwhile haters want to stow me up
But they can't do it so I keep making they lives rough
And now my money flowin in like my girlfriends
It's like I can't help it, every time I play, I win
Now I'm feeling like the coldest hustler in the world
It's got me out here buying diamonds like they pearls
It's like I make top stuff and everything is frozen
I was gone call next month, but she said I was chosen
My money cycle something like a crazy house
And now they sayin I'm the hustler with all the clout

[Chorus]
Flexin', flexin', I'm flexin', flexin'
Flexin', flexin', I'm flexin', flexin'
Flexin', flexin', I'm flexin', flexin'
Flexin', flexin', I'm flexin', flexin'
Flexin', flexin', I'm flexin', flexin'
Flexin', flexin', flexin', flexin'
Flexin', flexin', flexin', flexin'
Flexin', flexin', flexin', I'm flexin'Embed","[-0.02607794  0.03117016 -0.0243583  ...  0.0141788   0.00982431
 -0.00468921]",0.7951245,0.7269529,0.6546261,0.6054203,Q1
Break Em Off,"reak Em Off Lyrics[Chorus]
Break 'em off like chopsticks
These boys don't profit
Break 'em off like chopsticks
These boys ain't got shit
So I break 'em off

[Verse 1]
I'm back on my grind
It's that boy V, watch me shine
These haters outta line, so I break 'em off
Now is the time to speak your last thoughts
Don't try to act scary
Or you gonna see that concealed A-carry
Got these haters runnin' like Tom and Jerry
Plus I got more paper than a whole library
So I don't understand
Try to act tough, but I see through your plans
I'm always ready to throw down these hands
If you wanna clash, you better bring the whole clan

[Chorus]
Break 'em off like chopsticks
These boys don't profit
Break 'em off like chopsticks
These boys ain't got shit
Break 'em off like chopsticks
These boys don't profit
Break 'em off like chopsticks
These boys ain't got shit
I break 'em off
You might also like[Verse 2]
When I'm on the court, shootin' hoops
Boys runnin' in circles like a loop-de-loop
When I run up and dunk with both hands
These girls gonna cheer 'cause I'm the man
And these haters gonna act like they don't care
When I know deep down they're well aware
That they ain't got style, and they ain't got profit
And if they try to move, I'ma break 'em like chopsticks
And that's how I ride
These punk-ass bustas better not come outside
'Cause if they do, it'll be the last chance
To say goodbye before they can

[Chorus]
Break 'em off like chopsticks
These boys don't profit
Break 'em off like chopsticks
These boys ain't got shit
Break 'em off like chopsticks
These boys don't profit
Break 'em off like chopsticks
These boys ain't got shit
I break 'em offEmbed","[ 0.01988121  0.02015858  0.01207975 ... -0.01244887  0.02754996
  0.01116622]",0.70869756,0.768064,0.7052143,0.5565713,Q2
Dope Money,"ope Money Lyrics[Chorus]
Dope money
Comin' to me
Got it in my bank
Dope money
Comin' to me
Got it in my bank

[Verse]
Dope money is what a thug knows
We been makin' money and movin' snow
Top paper, hittin' major stangs
A lot of niggas jealous 'cause they see me out here doin' thangs
Money wads in my pockets, feelin' like a bank teller
Twenty pounds of product, I'm the best seller
Cash everywhere is all I know
Almost doubled the money of the day before
Top-grade money is what I see
Even seein' some of it from the words I speak
Money in my pocket, bitch ass niggas wanna hock it
But they better beware 'cause I got that rocket
Lookin' to get a bracelet that match the Byzantine
And clean-cut cash is what I need
These haters know my money always here
I'm pickin' it up like leaves like pick up sticks
You might also like[Chorus]
Money
Comin' to me
Got it in my bank
Dope money
Comin' to me
Got it in my bank
Dope money
Comin' to me
Got it in my bankEmbed","[-0.02373381  0.03901835 -0.01680078 ...  0.00791518  0.02507246
 -0.01489385]",0.64540434,0.56217194,0.48980713,0.46687934,Q1
P...A...I...D,"..A...I...D Lyrics[Chorus]
I'm so P-A-I-D
Watch these diamonds as they gleam
I'm so pretty
Watch these diamonds as they gleam
I'm so P-A-I-D
Watch these diamonds as they gleam
I'm so pretty
Watch these diamonds as they gleam

[Verse]
I'm the one with the gun
Haters bet not act like they want none
It was me with all that cash
I was stangin' licks on a major smash
What would I do if I ain't have all this?
I'd be upset, stay trippin' like (siht)
But anyway, I'm paid in a major way
Gettin' all kinda money every day
And it never stops
Even that they finally give me my crops
V-I-P-E-R
You know me, I'm that star
Straight gеttin' money all overseas
I еven s— (kcil a gnut—) in the West Indies
Catch me ballin' Japan
People over there sayin' I'm the man
You might catch me in the UK
I just dropped off a hunnid stacks, mane
Now I'm chillin' in Sweden
Boys wanna hit me with that pistol, but they keep missin'
Now I'm out for grabs
Last week it was a dude that wanted me s— (debbat—)
He even pulled out a knife
All because I got a super bad ex-wife
These boys' jealousy is amazin'
It's got me trippin', but they just can't fade him
""Who is him?"" He's the VIP
The one you see on that money train
Every single time
It's gon' be mine goin' (dnirg ym ot)
Yeah
You know me
And I'll never be a phony
Just yo realest homie
You might also like[Chorus]
I'm so P-A-I-D
Watch these diamonds as they gleam
I'm so pretty
Watch these diamonds as they gleam
I'm so P-A-I-D
Watch these diamonds as they gleam
I'm so pretty
Watch these diamonds as they gleamEmbed","[-0.02343088  0.04571542 -0.02587975 ...  0.00173407  0.02245372
 -0.01287259]",0.796789,0.65874815,0.6967455,0.6590273,Q1
Come To My Haunted Mansion On Halloween I Got Tha Best Candy (Eddie Murphy Is Here Also),"me To My Haunted Mansion On Halloween I Got Tha Best Candy (Eddie Murphy Is Here Also) Lyrics[Intro]
I hit a lick, now twenties crawlin'
And these haters are jealous cause my cash wasn't fallin'
Hatin' on the wins cause we grindin'
Jealous of the piece and chains cause we shinin'

[Verse 1]
I'm back on top of the stang
Haters are mad cause they couldn't hang
I'm getting plenty
As snitches are mad cause they snitching can't get me
Wanting to snitch on my 'caine sales
And see me with no bail
But my moves too quick
To get caught up behind these state cliques
So I just roll with my crew
Real Gs, who know just what to do
With a hater
Bust they head now, and bust they head later
Now my cash is major
Left and right money, just like a fader
This cash make me a top player
And to my ego it cater

[Verse 2]
And now that I'm paid
Haters refuse to acknowledge that I'm made
I hit a lick and now I'm set for life
Instead, I don't even have to roll no dice
Cause it ain't about luck
It's about how much cash I can tuck
Cause I got it all
You might also like[Outro]
​gnineve siht yalp ot gniog er'yeht taht eceip lufthgiled eht dedrocer I
The cash wasn’t a thang
And now I’m touchin' bread as if it came with chicken wangs
HahaEmbed","[-0.00826944  0.02184824 -0.01423226 ... -0.01246107  0.03121538
  0.01511558]",0.82017905,0.76572794,0.7291809,0.67266536,Q1
